id,title,status,release_date,revenue,production_companies,genres
2567,The Aviator,Released,2004-12-17,213700000,Warner Bros. Pictures,Drama
76726,Chronicle,Released,2012-02-01,145000000,20th Century Fox,"Science Fiction, Drama, Thriller"
21208,Orphan,Released,2009-07-24,77912251,Warner Bros. Pictures,"Horror, Thriller, Mystery"
311,Once Upon a Time in America,Released,1984-05-23,5500000,Warner Bros. Pictures,"Drama, Crime"
414,Batman Forever,Released,1995-06-16,336529144,Warner Bros. Pictures,"Action, Crime, Fantasy"
6637,National Treasure: Book of Secrets,Released,2007-12-13,459242249,Walt Disney Pictures,"Action, Adventure, Mystery, Thriller"
9480,Daredevil,Released,2003-02-14,179179718,20th Century Fox,"Fantasy, Action"
43347,Love & Other Drugs,Released,2010-11-22,102820008,20th Century Fox,"Drama, Comedy, Romance"
454,Romeo + Juliet,Released,1996-11-01,147298761,20th Century Fox,"Drama, Romance"
81005,Jack the Giant Slayer,Released,2013-02-27,197687603,Warner Bros. Pictures,"Fantasy, Action, Adventure, Family"
290859,Terminator: Dark Fate,Released,2019-10-23,261119292,20th Century Fox,"Science Fiction, Action"
27022,The Sorcerer's Apprentice,Released,2010-07-13,215283742,Walt Disney Pictures,"Fantasy, Adventure, Action"
415,Batman & Robin,Released,1997-06-20,238207122,Warner Bros. Pictures,"Action, Science Fiction, Adventure, Comedy"
23168,The Town,Released,2010-09-15,154026136,Warner Bros. Pictures,"Crime, Drama, Thriller"
10545,The Hunchback of Notre Dame,Released,1996-06-21,325338851,Walt Disney Pictures,"Drama, Animation, Family"
324849,The Lego Batman Movie,Released,2017-02-08,311950384,Warner Bros. Pictures,"Animation, Action, Comedy, Family"
504172,The Mule,Released,2018-12-14,174804407,Warner Bros. Pictures,"Crime, Drama"
544,There's Something About Mary,Released,1998-07-15,369884651,20th Century Fox,"Romance, Comedy"
9880,The Princess Diaries,Released,2001-08-03,165335153,Walt Disney Pictures,"Comedy, Family, Romance"
308266,War Dogs,Released,2016-08-18,86234523,Warner Bros. Pictures,"Comedy, Crime, Drama"
508947,Turning Red,Released,2022-03-10,18879922,Walt Disney Pictures,"Animation, Family, Comedy, Fantasy"
2118,L.A. Confidential,Released,1997-09-19,126216940,Warner Bros. Pictures,"Crime, Mystery, Thriller"
274855,Geostorm,Released,2017-10-12,221600160,Warner Bros. Pictures,"Action, Science Fiction, Thriller"
23629,Sucker Punch,Released,2011-03-24,89792502,Warner Bros. Pictures,"Action, Fantasy, Thriller"
8078,Alien Resurrection,Released,1997-11-12,162000000,20th Century Fox,"Science Fiction, Horror, Action"
1265,Bridge to Terabithia,Released,2007-02-15,137587063,Walt Disney Pictures,"Adventure, Drama, Family"
10865,Atlantis: The Lost Empire,Released,2001-06-02,186053725,Walt Disney Pictures,"Animation, Family, Adventure, Science Fiction"
34544,The A-Team,Released,2010-06-09,177238796,20th Century Fox,"Thriller, Action, Adventure, Comedy, Crime"
320,Insomnia,Released,2002-05-24,113714830,Warner Bros. Pictures,"Thriller, Crime"
446354,The Post,Released,2017-12-22,179769467,20th Century Fox,"Drama, History"
346910,The Predator,Released,2018-09-05,160542134,20th Century Fox,"Science Fiction, Action, Adventure"
824,Moulin Rouge!,Released,2001-05-24,179213434,20th Century Fox,"Drama, Romance, Music"
9928,Robots,Released,2005-03-10,262511490,20th Century Fox,"Animation, Comedy, Family, Science Fiction"
278154,Ice Age: Collision Course,Released,2016-06-23,408579038,20th Century Fox,"Adventure, Animation, Family, Comedy, Science Fiction"
17979,A Christmas Carol,Released,2009-11-04,325286646,Walt Disney Pictures,"Animation, Family, Fantasy"
941,Lethal Weapon,Released,1987-03-06,120207127,Warner Bros. Pictures,"Adventure, Action, Comedy, Thriller, Crime"
37834,Knight and Day,Released,2010-06-15,261989769,20th Century Fox,"Action, Comedy"
6477,Alvin and the Chipmunks,Released,2007-12-13,361366633,20th Century Fox,"Comedy, Family, Fantasy, Animation"
9732,The Lion King II: Simba's Pride,Released,1998-10-24,0,Walt Disney Pictures,"Family, Adventure, Animation, Action"
329996,Dumbo,Released,2019-03-27,353284621,Walt Disney Pictures,"Family, Fantasy, Adventure"
9637,Scooby-Doo,Released,2002-06-14,275650703,Warner Bros. Pictures,"Mystery, Adventure, Comedy"
224141,Into the Woods,Released,2014-12-24,212902372,Walt Disney Pictures,"Fantasy, Comedy"
686,Contact,Released,1997-07-11,171120329,Warner Bros. Pictures,"Drama, Science Fiction, Mystery"
395,AVP: Alien vs. Predator,Released,2004-08-12,177427090,20th Century Fox,"Adventure, Science Fiction, Action, Horror"
33,Unforgiven,Released,1992-08-07,159157447,Warner Bros. Pictures,Western
116741,The Internship,Released,2013-06-07,44000000,20th Century Fox,Comedy
57165,Wrath of the Titans,Released,2012-03-28,301970083,Warner Bros. Pictures,"Fantasy, Adventure"
356305,Why Him?,Released,2016-12-22,118102725,20th Century Fox,Comedy
1452,Superman Returns,Released,2006-06-28,391081192,Warner Bros. Pictures,"Science Fiction, Action, Adventure"
205775,In the Heart of the Sea,Released,2015-12-03,93920758,Warner Bros. Pictures,"Thriller, Drama, Adventure, Action, History"
274479,Joy,Released,2015-12-24,101134059,20th Century Fox,"Drama, Comedy"
22954,Invictus,Released,2009-12-10,122426792,Warner Bros. Pictures,"Drama, History"
5503,The Fugitive,Released,1993-08-06,368875760,Warner Bros. Pictures,"Action, Thriller, Drama"
338953,Fantastic Beasts: The Secrets of Dumbledore,Released,2022-04-06,406950844,Warner Bros. Pictures,"Fantasy, Adventure, Family"
82682,Gangster Squad,Released,2013-01-09,105200903,Warner Bros. Pictures,"Crime, Drama, Action, Thriller"
9016,Treasure Planet,Released,2002-11-26,109578115,Walt Disney Pictures,"Adventure, Animation, Family, Fantasy, Science Fiction"
9820,The Parent Trap,Released,1998-07-28,92108518,Walt Disney Pictures,"Comedy, Family"
10229,A Walk to Remember,Released,2002-01-25,47494916,Warner Bros. Pictures,"Drama, Romance"
9273,Ace Ventura: When Nature Calls,Released,1995-11-10,212385533,Warner Bros. Pictures,"Crime, Comedy, Adventure"
1495,Kingdom of Heaven,Released,2005-05-03,218122627,20th Century Fox,"Drama, Action, Adventure, History, War"
205587,The Judge,Released,2014-10-08,83719388,Warner Bros. Pictures,Drama
34851,Predators,Released,2010-07-03,127233108,20th Century Fox,"Science Fiction, Action, Thriller"
379686,Space Jam: A New Legacy,Released,2021-07-08,163692228,Warner Bros. Pictures,"Family, Animation, Comedy, Science Fiction"
8698,The League of Extraordinary Gentlemen,Released,2003-07-11,179265204,20th Century Fox,"Fantasy, Action, Thriller, Science Fiction"
136795,The Heat,Released,2013-06-27,158674180,20th Century Fox,"Action, Comedy, Crime"
34584,The NeverEnding Story,Released,1984-04-06,20158808,Warner Bros. Pictures,"Adventure, Fantasy, Family, Drama"
228161,Home,Released,2015-03-18,368871007,20th Century Fox,"Fantasy, Comedy, Animation, Science Fiction, Family"
36955,True Lies,Released,1994-07-15,378882411,20th Century Fox,"Action, Thriller"
869,Planet of the Apes,Released,2001-07-25,362211740,20th Century Fox,"Thriller, Science Fiction, Action, Adventure"
8920,Garfield,Released,2004-06-10,200804534,20th Century Fox,"Animation, Comedy, Family"
9982,Chicken Little,Released,2005-11-04,314432665,Walt Disney Pictures,"Animation, Family, Comedy"
345911,Lights Out,Released,2016-07-21,148868835,Warner Bros. Pictures,"Horror, Thriller, Mystery"
340837,A Cure for Wellness,Released,2017-02-15,26620002,20th Century Fox,"Horror, Mystery, Science Fiction"
48138,Unknown,Released,2011-02-16,130786397,Warner Bros. Pictures,"Action, Mystery, Thriller"
1493,Miss Congeniality,Released,2000-12-22,212000000,Warner Bros. Pictures,"Comedy, Crime, Action"
72976,Lincoln,Released,2012-11-09,275293450,20th Century Fox,"History, Drama"
2123,"Me, Myself & Irene",Released,2000-06-22,149270999,20th Century Fox,Comedy
10330,Freaky Friday,Released,2003-08-05,160846332,Walt Disney Pictures,"Comedy, Family, Fantasy"
1924,Superman,Released,1978-12-14,300218018,Warner Bros. Pictures,"Science Fiction, Action, Adventure"
19994,Jennifer's Body,Released,2009-09-18,31556061,20th Century Fox,"Horror, Comedy"
77877,The Lucky One,Released,2012-04-19,99357138,Warner Bros. Pictures,"Drama, Romance"
10184,He's Just Not That Into You,Released,2009-02-06,178866158,Warner Bros. Pictures,"Comedy, Romance, Drama"
455207,Crazy Rich Asians,Released,2018-08-15,238539198,Warner Bros. Pictures,"Comedy, Drama, Romance"
193610,The Other Woman,Released,2014-04-16,196781193,20th Century Fox,"Comedy, Romance"
9739,Demolition Man,Released,1993-10-08,58055768,Warner Bros. Pictures,"Crime, Action, Science Fiction"
152760,The Monuments Men,Released,2014-01-24,154984035,20th Century Fox,"War, Drama, History, Action"
4147,Road to Perdition,Released,2002-07-12,181001478,20th Century Fox,"Crime, Drama, Thriller"
11887,High School Musical 3: Senior Year,Released,2008-10-11,252909177,Walt Disney Pictures,"Comedy, Romance, Drama, Family, Music"
136799,Trolls,Released,2016-10-13,346864462,20th Century Fox,"Family, Animation, Fantasy, Adventure, Comedy, Music"
37094,Falling Down,Released,1993-02-26,40903593,Warner Bros. Pictures,"Crime, Drama, Thriller"
2280,Big,Released,1988-06-03,151927281,20th Century Fox,"Fantasy, Drama, Comedy, Romance, Family"
446021,Bad Times at the El Royale,Released,2018-10-04,31882724,20th Century Fox,"Thriller, Drama, Mystery, Crime"
8645,The Happening,Released,2008-06-11,163403799,20th Century Fox,"Thriller, Science Fiction"
819,Sleepers,Released,1996-10-18,165615285,Warner Bros. Pictures,"Crime, Drama, Thriller"
44048,Unstoppable,Released,2010-11-04,167805466,20th Century Fox,"Action, Thriller"
172385,Rio 2,Released,2014-03-19,500188435,20th Century Fox,"Animation, Adventure, Comedy, Family"
10591,The Girl Next Door,Released,2004-04-09,31635150,20th Century Fox,"Comedy, Romance"
9472,DodgeBall: A True Underdog Story,Released,2004-06-18,167722310,20th Century Fox,Comedy
59962,This Means War,Released,2012-02-14,156974557,20th Century Fox,"Action, Comedy, Romance"
267935,The BFG,Released,2016-06-01,195243411,Walt Disney Pictures,"Adventure, Family, Fantasy"
10200,The Day the Earth Stood Still,Released,2008-12-10,233093859,20th Century Fox,"Drama, Science Fiction, Thriller"
11674,101 Dalmatians,Released,1996-11-27,320689294,Walt Disney Pictures,"Family, Comedy"
6023,P.S. I Love You,Released,2007-11-15,156835339,Warner Bros. Pictures,"Drama, Romance"
140823,Saving Mr. Banks,Released,2013-11-29,112544580,Walt Disney Pictures,"Comedy, Drama, History"
400650,Mary Poppins Returns,Released,2018-12-13,348807090,Walt Disney Pictures,"Fantasy, Family, Comedy"
241,Natural Born Killers,Released,1994-08-26,50283563,Warner Bros. Pictures,"Crime, Thriller, Drama"
72331,Abraham Lincoln: Vampire Hunter,Released,2012-06-20,116471580,20th Century Fox,"Action, Fantasy, Horror"
942,Lethal Weapon 2,Released,1989-07-07,227853986,Warner Bros. Pictures,"Action, Adventure, Comedy, Crime, Thriller"
314,Catwoman,Released,2004-07-22,82102379,Warner Bros. Pictures,"Action, Fantasy, Mystery, Crime"
871,Planet of the Apes,Released,1968-02-07,32589624,20th Century Fox,"Science Fiction, Adventure, Drama, Action"
8487,Wild Wild West,Released,1999-06-30,222104681,Warner Bros. Pictures,"Action, Adventure, Comedy, Science Fiction, Western"
265195,Wild Tales,Released,2014-08-21,27007072,Warner Bros. Pictures,"Drama, Thriller, Comedy"
718789,Lightyear,Released,2022-06-15,226425420,Walt Disney Pictures,"Animation, Action, Adventure, Family, Science Fiction"
77950,Turbo,Released,2013-07-11,282570682,20th Century Fox,"Animation, Family"
2486,Eragon,Released,2006-12-14,249288105,20th Century Fox,"Fantasy, Action, Adventure, Family"
12222,Horton Hears a Who!,Released,2008-03-03,298572799,20th Century Fox,"Animation, Comedy, Family, Adventure, Fantasy"
1966,Alexander,Released,2004-11-21,167298192,Warner Bros. Pictures,"War, History, Action, Adventure, Drama, Romance"
1620,Hitman,Released,2007-11-21,99965753,20th Century Fox,"Action, Thriller, Drama"
11130,The Princess Diaries 2: Royal Engagement,Released,2004-08-06,134734481,Walt Disney Pictures,"Comedy, Drama, Family, Romance"
11247,A Cinderella Story,Released,2004-07-16,70067909,Warner Bros. Pictures,"Comedy, Family, Romance"
15121,The Sound of Music,Released,1965-03-29,286214286,20th Century Fox,"Drama, Family, Music, Romance"
9489,You've Got Mail,Released,1998-12-17,250821495,Warner Bros. Pictures,"Comedy, Romance"
49730,Red Riding Hood,Released,2011-03-10,89162162,Warner Bros. Pictures,"Action, Adventure, Horror, Fantasy, Thriller"
298618,The Flash,Released,2023-06-13,268375616,Warner Bros. Pictures,"Action, Adventure, Science Fiction"
8367,Robin Hood: Prince of Thieves,Released,1991-06-14,390493908,Warner Bros. Pictures,"Action, Adventure, Drama, Romance"
664,Twister,Released,1996-05-10,494471524,Warner Bros. Pictures,"Action, Adventure, Drama"
169,Predator 2,Released,1990-11-21,57120318,20th Century Fox,"Science Fiction, Action, Thriller"
3034,Young Frankenstein,Released,1974-12-15,86273333,20th Century Fox,Comedy
10022,The Pacifier,Released,2005-03-04,198636868,Walt Disney Pictures,"Comedy, Family, Action"
8619,Master and Commander: The Far Side of the World,Released,2003-11-14,212011111,20th Century Fox,"Adventure, Drama, War"
3050,Doctor Dolittle,Released,1998-06-26,294456605,20th Century Fox,"Comedy, Family, Fantasy"
9029,What Happens in Vegas,Released,2008-05-07,219375562,20th Century Fox,"Comedy, Romance"
443791,Underwater,Released,2020-01-08,40882928,20th Century Fox,"Horror, Science Fiction, Action, Adventure"
249070,Hitman: Agent 47,Released,2015-08-20,81967450,20th Century Fox,"Action, Crime, Thriller"
614934,Elvis,Released,2022-06-22,288670284,Warner Bros. Pictures,"Drama, Music, History"
9354,"Honey, I Shrunk the Kids",Released,1989-06-23,222724172,Walt Disney Pictures,"Adventure, Comedy, Family, Science Fiction"
11430,The Lion King 1½,Released,2004-02-06,1465,Walt Disney Pictures,"Family, Animation, Comedy, Action"
9361,The Last of the Mohicans,Released,1992-08-26,75505856,20th Century Fox,"Action, Adventure, Drama, History, Romance, War"
10066,House of Wax,Released,2005-05-05,68766121,Warner Bros. Pictures,"Horror, Thriller"
12113,Body of Lies,Released,2008-10-09,113280098,Warner Bros. Pictures,"Action, Drama, Thriller"
9714,Home Alone 3,Released,1997-12-12,79082515,20th Century Fox,"Comedy, Family"
7840,"10,000 BC",Released,2008-03-04,269784201,Warner Bros. Pictures,"Adventure, Action, Drama, Fantasy"
10439,Hocus Pocus,Released,1993-07-16,45395069,Walt Disney Pictures,"Fantasy, Comedy, Family"
58224,Mr. Popper's Penguins,Released,2011-06-17,187361754,20th Century Fox,"Comedy, Family"
109491,Beautiful Creatures,Released,2013-02-13,60052138,Warner Bros. Pictures,"Fantasy, Drama, Romance"
503314,Dragon Ball Super: Broly,Released,2018-12-14,125002821,,"Action, Science Fiction, Animation"
13809,RocknRolla,Released,2008-09-04,25740863,Warner Bros. Pictures,"Action, Crime, Thriller"
6978,Big Trouble in Little China,Released,1986-05-30,11000000,20th Century Fox,"Comedy, Action, Adventure, Fantasy"
23398,Alvin and the Chipmunks: The Squeakquel,Released,2009-12-21,443140005,20th Century Fox,"Comedy, Family, Animation, Fantasy, Music"
9889,Shallow Hal,Released,2001-11-01,141069860,20th Century Fox,"Comedy, Romance"
619,The Bodyguard,Released,1992-11-25,411006740,Warner Bros. Pictures,"Thriller, Action, Drama, Music, Romance"
968,Dog Day Afternoon,Released,1975-09-21,46665856,Warner Bros. Pictures,"Crime, Drama, Thriller"
1542,Office Space,Released,1999-02-19,12827813,20th Century Fox,Comedy
364689,Ferdinand,Released,2017-12-09,295038508,20th Century Fox,"Animation, Family, Adventure, Comedy"
10202,Bedtime Stories,Released,2008-12-24,212874864,Walt Disney Pictures,"Fantasy, Comedy, Family, Romance"
35056,Date Night,Released,2010-04-08,152263880,20th Century Fox,"Comedy, Action, Adventure"
429351,12 Strong,Released,2018-01-18,67450815,Warner Bros. Pictures,"War, Drama, Action, History"
943,Lethal Weapon 3,Released,1992-05-15,321731527,Warner Bros. Pictures,"Adventure, Action, Comedy, Thriller, Crime"
445651,The Darkest Minds,Released,2018-07-25,41142379,20th Century Fox,"Action, Adventure, Drama"
266647,Pan,Released,2015-09-24,128388320,Warner Bros. Pictures,"Fantasy, Adventure, Family, Action"
2756,The Abyss,Released,1989-08-09,90000098,20th Century Fox,"Adventure, Action, Thriller, Science Fiction"
11007,Cheaper by the Dozen,Released,2003-12-24,190212113,20th Century Fox,"Comedy, Family"
193893,Let's Be Cops,Released,2014-08-13,136621271,20th Century Fox,Comedy
440,Aliens vs Predator: Requiem,Released,2007-12-25,130290885,20th Century Fox,"Fantasy, Action, Science Fiction, Thriller, Horror"
1267,Meet the Robinsons,Released,2007-03-23,169332978,Walt Disney Pictures,"Animation, Comedy, Family"
531219,Roald Dahl's The Witches,Released,2020-10-26,29303571,Warner Bros. Pictures,"Family, Comedy, Fantasy, Horror"
431693,Spies in Disguise,Released,2019-12-04,171616764,20th Century Fox,"Animation, Action, Adventure, Comedy, Family"
